Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Recommended For,Recommended By,Owned Copies,Original Purchase Date,Original Purchase Location,Condition,Condition Description,BCID
13506825,tmux: Productive Mouse-Free Development,Brian P. Hogan,"Hogan, Brian P.",,"=""1934356964""","=""9781934356968""",0,3.89,The Pragmatic Bookshelf,ebook,88,2012,2012,,2017/02/27,"to-read, non-fiction","to-read (#301), non-fiction (#232)",to-read,,,,0,,,0,,,,,
19084476,Remote Pairing: Collaborative Tools for Distributed Development,Joe Kutner,"Kutner, Joe",,"=""1937785742""","=""9781937785741""",0,3.50,Pragmatic Bookshelf,Paperback,108,2013,2013,,2017/02/27,"to-read, non-fiction","to-read (#300), non-fiction (#231)",to-read,,,,0,,,0,,,,,
12962826,"Build Awesome Command-Line Applications in Ruby: Control Your Computer, Simplify Your Life",David B. Copeland,"Copeland, David B.",,"=""1934356913""","=""9781934356913""",0,3.77,Pragmatic Bookshelf,Paperback,225,2012,2012,,2017/02/27,"to-read, non-fiction","to-read (#299), non-fiction (#230)",to-read,,,,0,,,0,,,,,
18363907,Seven Web Frameworks in Seven Weeks,Jack Moffitt,"Moffitt, Jack",Fred Daoud,"=""1937785637""","=""9781937785635""",0,3.72,Pragmatic Programmers,ebook,300,2014,2013,,2017/02/27,"to-read, non-fiction","to-read (#298), non-fiction (#229)",to-read,,,,0,,,0,,,,,
26489826,Exercises for Programmers: 57 Challenges to Develop Your Coding Skills,Brian P. Hogan,"Hogan, Brian P.",,"=""1680501224""","=""9781680501223""",0,3.50,Pragmatic Bookshelf,Paperback,110,2015,2015,,2017/02/27,"to-read, non-fiction","to-read (#297), non-fiction (#228)",to-read,,,,0,,,0,,,,,
25069349,Mazes for Programmers: Code Your Own Twisty Little Passages,Jamis Buck,"Buck, Jamis",,"=""1680500554""","=""9781680500554""",0,4.25,Pragmatic Bookshelf,Paperback,275,2015,2015,,2017/02/27,"to-read, non-fiction","to-read (#296), non-fiction (#227)",to-read,,,,0,,,0,,,,,
17971957,Programming Elixir: Functional |> Concurrent |> Pragmatic |> Fun,Dave Thomas,"Thomas, Dave",,"=""1937785580""","=""9781937785581""",0,4.31,The Pragmatic Bookshelf,Paperback,287,2013,2013,,2017/02/27,"to-read, non-fiction","to-read (#295), non-fiction (#226)",to-read,,,,0,,,0,,,,,
22633418,Seven More Languages in Seven Weeks: Languages That Are Shaping the Future,Bruce A. Tate,"Tate, Bruce A.","Ian Dees, Frederic Daoud, Jack Moffitt","=""1941222153""","=""9781941222157""",0,3.55,Pragmatic Bookshelf,Paperback,320,2014,2014,,2017/02/27,"to-read, non-fiction","to-read (#294), non-fiction (#225)",to-read,,,,0,,,0,,,,,
26780371,Learn Game Programming with Ruby: Bring Your Ideas to Life with Gosu,Mark Sobkowicz,"Sobkowicz, Mark",,"=""1680500732""","=""9781680500738""",0,3.67,Pragmatic Bookshelf,Paperback,185,2015,2015,,2017/02/27,"to-read, non-fiction","to-read (#293), non-fiction (#224)",to-read,,,,0,,,0,,,,,
18774981,Waking Up: A Guide to Spirituality Without Religion,Sam Harris,"Harris, Sam",,"=""1451636016""","=""9781451636017""",0,3.86,Simon & Schuster,Hardcover,256,2014,2014,,2017/02/27,"to-read, non-fiction","to-read (#292), non-fiction (#223)",to-read,,,,0,,,0,,,,,
10483171,The Beginning of Infinity: Explanations That Transform the World,David Deutsch,"Deutsch, David",,"=""0670022756""","=""9780670022755""",0,4.06,Viking,Hardcover,487,2011,2011,,2017/02/27,"to-read, non-fiction","to-read (#291), non-fiction (#222)",to-read,,,,0,,,0,,,,,
168325,How Equal Temperament Ruined Harmony (And Why You Should Care),Ross W. Duffin,"Duffin, Ross W.",,"=""0393062279""","=""9780393062274""",0,3.86,W. W. Norton & Company,Hardcover,208,2006,2006,,2017/02/27,"to-read, non-fiction","to-read (#290), non-fiction (#221)",to-read,,,,0,,,0,,,,,
3600,The Complete Sherlock Holmes 1,Arthur Conan Doyle,"Doyle, Arthur Conan",Kyle Freeman,"=""1593082037""","=""9781593082031""",0,4.48,Barnes & Noble Classics,Hardcover,709,2004,2004,,2017/02/27,"to-read, fiction","to-read (#289), fiction (#69)",to-read,,,,0,,,0,,,,,
3586,"The Complete Sherlock Holmes, Vol 2",Arthur Conan Doyle,"Doyle, Arthur Conan",Kyle Freeman,"=""1593082045""","=""9781593082048""",0,4.46,Barnes & Noble Classics,Hardcover,709,2004,1930,,2017/02/27,"to-read, fiction","to-read (#288), fiction (#68)",to-read,,,,0,,,0,,,,,
8320840,H.P. Lovecraft:  The Complete Fiction,H.P. Lovecraft,"Lovecraft, H.P.",S.T. Joshi,"=""1435122968""","=""9781435122963""",0,4.35,Barnes & Noble,Leather Bound,1098,2011,2008,,2017/02/27,"to-read, fiction","to-read (#287), fiction (#67)",to-read,,,,0,,,0,,,,,
11127,"The Chronicles of Narnia (Chronicles of Narnia, #1-7)",C.S. Lewis,"Lewis, C.S.",Pauline Baynes,"=""0066238501""","=""9780066238500""",0,4.24,HarperCollins,Paperback,767,2002,1956,,2017/02/27,"to-read, fiction","to-read (#286), fiction (#66)",to-read,,,,0,,,0,,,,,
21787,The Princess Bride ,William Goldman,"Goldman, William",,"=""0345418263""","=""9780345418265""",0,4.25,Ballantine Books (Ballantine Reader's Circle),Paperback,398,2003,1973,,2017/02/27,"to-read, fiction","to-read (#285), fiction (#65)",to-read,,,,0,,,0,,,,,
968,"The Da Vinci Code (Robert Langdon, #2)",Dan Brown,"Brown, Dan",,"=""0307277674""","=""9780307277671""",0,3.78,Anchor,Paperback,481,2006,2003,,2017/02/27,"to-read, fiction","to-read (#284), fiction (#64)",to-read,,,,0,,,0,,,,,
7733,Gulliver's Travels,Jonathan Swift,"Swift, Jonathan",Robert DeMaria Jr.,"=""0141439491""","=""9780141439495""",0,3.55,Penguin Classics,Paperback,306,2003,1726,,2017/02/27,"to-read, fiction","to-read (#283), fiction (#63)",to-read,,,,0,,,0,,,,,
93101,The Arabian Nights,Anonymous,"Anonymous, Anonymous","Richard Francis Burton, A.S. Byatt","=""0812972147""","=""9780812972146""",0,4.06,Modern Library,Paperback,1049,2004,800,,2017/02/27,"to-read, fiction","to-read (#282), fiction (#62)",to-read,,,,0,,,0,,,,,
22917,The Complete Grimm's Fairy Tales,Jacob Grimm,"Grimm, Jacob","Wilhelm Grimm, Josef Scharl, Padraic Colum, Joseph Campbell, Margaret Raine Hunt, James Stern","=""0394709306""","=""9780394709307""",0,4.31,Pantheon Books,Paperback,880,1976,1812,,2017/02/27,"to-read, fiction","to-read (#281), fiction (#61)",to-read,,,,0,,,0,,,,,
6,"Harry Potter and the Goblet of Fire (Harry Potter, #4)",J.K. Rowling,"Rowling, J.K.",Mary GrandPré,"=""0439139600""","=""9780439139601""",0,4.52,Scholastic Inc.,Paperback,734,2002,2000,,2017/02/27,"to-read, fiction","to-read (#280), fiction (#60)",to-read,,,,0,,,0,,,,,
5,"Harry Potter and the Prisoner of Azkaban (Harry Potter, #3)",J.K. Rowling,"Rowling, J.K.",Mary GrandPré,"=""043965548X""","=""9780439655484""",0,4.52,Scholastic,Mass Market Paperback,435,2004,1999,,2017/02/27,"to-read, fiction","to-read (#279), fiction (#59)",to-read,,,,0,,,0,,,,,
15881,"Harry Potter and the Chamber of Secrets (Harry Potter, #2)",J.K. Rowling,"Rowling, J.K.",Mary GrandPré,"=""0439064864""","=""9780439064866""",0,4.36,Scholastic Inc.,Hardcover,341,1999,1998,,2017/02/27,"to-read, fiction","to-read (#278), fiction (#58)",to-read,,,,0,,,0,,,,,
3,"Harry Potter and the Sorcerer's Stone (Harry Potter, #1)",J.K. Rowling,"Rowling, J.K.",Mary GrandPré,"=""0439554934""","=""9780439554930""",0,4.43,Arthur A. Levine Books,Hardcover,320,1997,1997,,2017/02/27,"to-read, fiction","to-read (#277), fiction (#57)",to-read,,,,0,,,0,,,,,
350,Stranger in a Strange Land,Robert A. Heinlein,"Heinlein, Robert A.",,"=""0441788386""","=""9780441788385""",0,3.90,Ace,Paperback,528,1991,1961,,2017/02/27,"to-read, fiction","to-read (#276), fiction (#56)",to-read,,,,0,,,0,,,,,
234225,Dune,Frank Herbert,"Herbert, Frank",,"=""0340839937""","=""9780340839935""",0,4.18,Hodder & Stoughton,Paperback,604,2006,1965,,2017/02/27,"to-read, fiction","to-read (#275), fiction (#55)",to-read,,,,0,,,0,,,,,
12591698,"Caliban's War (Expanse, #2)",James S.A. Corey,"Corey, James S.A.",,"=""1841499900""","=""9781841499901""",0,4.26,Orbit (Hachette),Paperback,595,2012,2012,,2017/02/27,"to-read, fiction","to-read (#274), fiction (#54)",to-read,,,,0,,,0,,,,,
8855321,"Leviathan Wakes (Expanse, #1)",James S.A. Corey,"Corey, James S.A.",,"=""1841499889""","=""9781841499888""",0,4.18,Orbit,Paperback,561,2011,2011,,2017/02/27,"to-read, fiction","to-read (#273), fiction (#53)",to-read,,,,0,,,1,,,unspecified,,
18423,The Left Hand of Darkness,Ursula K. Le Guin,"Guin, Ursula K. Le",,"=""0441007317""","=""9780441007318""",0,4.05,Ace,Paperback,304,2000,1969,,2017/02/27,"to-read, fiction","to-read (#272), fiction (#52)",to-read,,,,0,,,0,,,,,
8648,"Xenocide (Ender's Saga, #3)",Orson Scott Card,"Card, Orson Scott",,"=""0312861877""","=""9780312861872""",0,3.77,Tor Books,Mass Market Paperback,592,1996,1991,,2017/02/27,"to-read, fiction","to-read (#271), fiction (#51)",to-read,,,,0,,,0,,,,,
31360,"Children of the Mind (Ender's Saga, #4)",Orson Scott Card,"Card, Orson Scott",,"=""0765304740""","=""9780765304742""",0,3.73,Tor Books,Paperback,370,2002,1996,,2017/02/27,"to-read, fiction","to-read (#270), fiction (#50)",to-read,,,,0,,,0,,,,,
7967,"Speaker for the Dead (Ender's Saga, #2)",Orson Scott Card,"Card, Orson Scott",,"=""0812550757""","=""9780812550757""",0,4.04,Tor Books,Mass Market Paperback,382,1994,1986,,2017/02/27,"to-read, fiction","to-read (#269), fiction (#49)",to-read,,,,0,,,0,,,,,
8647,"Shadow of the Giant (Ender's Shadow, #4)",Orson Scott Card,"Card, Orson Scott",,"=""1841492051""","=""9781841492056""",0,3.98,,Hardcover,388,2005,2005,,2017/02/27,"to-read, fiction","to-read (#268), fiction (#48)",to-read,,,,0,,,0,,,,,
234724,"Shadow Puppets (Ender's Shadow, #3)",Orson Scott Card,"Card, Orson Scott",,"=""0765340054""","=""9780765340054""",0,3.88,Tor Books,Mass Market Paperback,375,2003,2002,,2017/02/27,"to-read, fiction","to-read (#267), fiction (#47)",to-read,,,,0,,,0,,,,,
9534,"Shadow of the Hegemon (Ender's Shadow, #2)",Orson Scott Card,"Card, Orson Scott",,"=""0812565959""","=""9780812565959""",0,3.93,Tor Books,Mass Market Paperback,451,2001,2000,,2017/02/27,"to-read, fiction","to-read (#266), fiction (#46)",to-read,,,,0,,,0,,,,,
9532,"Ender's Shadow (Ender's Shadow, #1)",Orson Scott Card,"Card, Orson Scott",,"=""0765342405""","=""9780765342409""",0,4.30,Starscape,Paperback,469,2002,1998,,2017/02/27,"to-read, fiction","to-read (#265), fiction (#45)",to-read,,,,0,,,0,,,,,
375802,"Ender's Game (Ender's Saga, #1)",Orson Scott Card,"Card, Orson Scott",,"=""0812550706""","=""9780812550702""",0,4.29,Tor,Mass Market Paperback,324,1994,1985,,2017/02/27,"to-read, fiction","to-read (#264), fiction (#44)",to-read,,,,0,,,0,,,,,
16059350,"Earth Afire (The First Formic War, #2)",Orson Scott Card,"Card, Orson Scott",Aaron Johnston,"=""0765329050""","=""9780765329059""",0,4.01,"Tor Books, New York",Hardcover,399,2013,2013,,2017/02/27,"to-read, fiction","to-read (#263), fiction (#43)",to-read,,,,0,,,0,,,,,
13151129,"Earth Unaware (The First Formic War, #1)",Orson Scott Card,"Card, Orson Scott",Aaron Johnston,"=""0765329042""","=""9780765329042""",0,3.91,Tor Books,Hardcover,368,2012,2012,,2017/02/27,"to-read, fiction","to-read (#262), fiction (#42)",to-read,,,,0,,,0,,,,,
35743,The Tin Drum,Günter Grass,"Grass, Günter",,"=""0099483505""","=""9780099483502""",0,3.96,Vintage,Paperback,567,2005,1959,,2017/02/27,"to-read, fiction","to-read (#261), fiction (#41)",to-read,,,,0,,,0,,,,,
17343,Till We Have Faces,C.S. Lewis,"Lewis, C.S.",,"=""0156904365""","=""9780156904360""",0,4.18,Harcourt Paperbacks,Paperback,313,2006,1956,,2017/02/27,"to-read, fiction","to-read (#260), fiction (#40)",to-read,,,,0,,,0,,,,,
29567252,Moby Dick 1,Herman Melville,"Melville, Herman","Rockwell Kent, Daisy Schjelderup","=""""","=""9788252512199""",0,3.48,De norske bokklubbene,Hardcover,262,1984,1982,,2017/02/27,"to-read, fiction","to-read (#259), fiction (#39)",to-read,,,,0,,,0,,,,,
1044355,When You Are Engulfed in Flames,David Sedaris,"Sedaris, David",,"=""0316143472""","=""9780316143479""",0,4.04,Little Brown and Company,Hardcover,323,2008,2008,,2017/02/27,"to-read, non-fiction","to-read (#258), non-fiction (#220)",to-read,,,,0,,,0,,,,,
7047,The Tale of Genji,Murasaki Shikibu,"Shikibu, Murasaki",Edward G. Seidensticker,"=""0679729534""","=""9780679729532""",0,3.71,Vintage,Paperback,368,1990,1021,,2017/02/27,"to-read, fiction","to-read (#257), fiction (#38)",to-read,,,,0,,,0,,,,,
24800,House of Leaves,Mark Z. Danielewski,"Danielewski, Mark Z.",,"=""038560310X""","=""9780385603102""",0,4.14,Random House,Paperback,705,2000,2000,,2017/02/27,"to-read, fiction","to-read (#256), fiction (#37)",to-read,,,,0,,,0,,,,,
9443405,The Pale King,David Foster Wallace,"Wallace, David Foster",Michael Pietsch,"=""0316074233""","=""9780316074230""",0,3.95,"Little, Brown & Company",Hardcover,548,2011,2011,,2017/02/27,"to-read, fiction","to-read (#255), fiction (#36)",to-read,,,,0,,,0,,,,,
6759,Infinite Jest,David Foster Wallace,"Wallace, David Foster",,"=""0316921173""","=""9780316921176""",0,4.32,Back Bay Books,Paperback,1088,2005,1996,,2017/02/27,"to-read, fiction","to-read (#254), fiction (#35)",to-read,,,,0,,,0,,,,,
6288,The Road,Cormac McCarthy,"McCarthy, Cormac",,"=""0307265439""","=""9780307265432""",0,3.95,Alfred A. Knopf,Hardcover,241,2006,2006,,2017/02/27,"to-read, fiction","to-read (#253), fiction (#34)",to-read,,,,0,,,0,,,,,
19380,Candide,Voltaire,"Voltaire, Voltaire",,"=""0486266893""","=""9780486266893""",0,3.75,Dover Publications,Paperback,94,1991,1759,,2017/02/27,"to-read, fiction","to-read (#252), fiction (#33)",to-read,,,,0,,,0,,,,,
23080163,Alice's Adventures in Wonderland,Carroll Lewis Tenniel John,"John, Carroll Lewis Tenniel",,"=""1467732648""","=""9781467732642""",0,3.88,First Avenue Editions,ebook,126,,,,2017/02/27,"fiction, to-read","fiction (#32), to-read (#251)",to-read,,,,0,,,0,,,,,
62446,The Prince and the Pauper,Mark Twain,"Twain, Mark",Everett H. Emerson,"=""0451528352""","=""9780451528353""",0,3.83,Signet,Paperback,240,2002,1881,,2017/02/27,"to-read, fiction","to-read (#250), fiction (#31)",to-read,,,,0,,,0,,,,,
13496,"A Game of Thrones (A Song of Ice and Fire, #1)",George R.R. Martin,"Martin, George R.R.",,"=""0553588486""","=""9780553588484""",0,4.44,Bantam,Mass Market Paperback,835,2005,1996,,2017/02/27,"to-read, fiction","to-read (#249), fiction (#30)",to-read,,,,0,,,0,,,,,
616828,Heart of Darkness and The Secret Sharer,Joseph Conrad,"Conrad, Joseph",,"=""0451526570""","=""9780451526571""",0,3.49,Signet Classics,Paperback,176,1997,1910,,2017/02/27,"to-read, fiction","to-read (#248), fiction (#29)",to-read,,,,0,,,0,,,,,
12914,The Aeneid,Virgil,"Virgil, Virgil",Robert Fitzgerald,"=""0679729526""","=""9780679729525""",0,3.80,Vintage,Paperback,442,1990,-17,,2017/02/27,"to-read, fiction","to-read (#247), fiction (#28)",to-read,,,,0,,,0,,,,,
9969571,Ready Player One,Ernest Cline,"Cline, Ernest",,"=""030788743X""","=""9780307887436""",0,4.31,Crown Publishers,Hardcover,374,2011,2011,,2017/02/27,"to-read, fiction","to-read (#246), fiction (#27)",to-read,,,,0,,,0,,,,,
1715,Metamorphoses,Ovid,"Ovid, Ovid","David Raeburn, Denis Feeney","=""014044789X""","=""9780140447897""",0,4.03,Penguin,Paperback,723,2004,8,,2017/02/27,"to-read, fiction","to-read (#245), fiction (#26)",to-read,,,,0,,,0,,,,,
8856930,The Illiad of Homer,Homer,"Homer, Homer",Alexander Pope,"=""1445503190""","=""9781445503196""",0,3.82,Foster Press,Paperback,542,2010,-800,,2017/02/27,"to-read, fiction","to-read (#244), fiction (#25)",to-read,,,,0,,,0,,,,,
1381,The Odyssey,Homer,"Homer, Homer","Robert Fagles, Bernard Knox","=""0143039954""","=""9780143039952""",0,3.72,Penguin Classics,Paperback,541,2006,-800,,2017/02/27,"to-read, fiction","to-read (#243), fiction (#24)",to-read,,,,0,,,0,,,,,
9602,Palm Sunday: An Autobiographical Collage,Kurt Vonnegut,"Vonnegut, Kurt",,"=""0385334265""","=""9780385334266""",0,3.77,Dial Press Trade Paperback,Paperback,300,1999,1981,,2017/02/26,"to-read, non-fiction","to-read (#242), non-fiction (#218)",to-read,,,,0,,,0,,,,,
6370612,Look at the Birdie: Unpublished Short Fiction,Kurt Vonnegut,"Vonnegut, Kurt",,"=""038534371X""","=""9780385343718""",0,3.94,Delacorte Press,Hardcover,251,2009,2009,,2017/02/26,"to-read, fiction","to-read (#241), fiction (#23)",to-read,,,,0,,,0,,,,,
4984,Bagombo Snuff Box,Kurt Vonnegut,"Vonnegut, Kurt",,"=""0099282968""","=""9780099282969""",0,3.72,Vintage,Paperback,295,2000,1999,,2017/02/26,"to-read, fiction","to-read (#240), fiction (#22)",to-read,,,,0,,,0,,,,,
2024223,Armageddon in Retrospect,Kurt Vonnegut,"Vonnegut, Kurt",,"=""0399155082""","=""9780399155086""",0,3.93,G.P. Putnam's Sons,Hardcover,234,2008,2008,,2017/02/26,"to-read, fiction","to-read (#239), fiction (#21)",to-read,,,,0,,,0,,,,,
9589,Hocus Pocus,Kurt Vonnegut,"Vonnegut, Kurt",,"=""0425161293""","=""9780425161296""",0,3.81,Berkley,Paperback,336,1997,1990,,2017/02/26,"to-read, fiction","to-read (#238), fiction (#20)",to-read,,,,0,,,0,,,,,
33586715,Timequake,Kurt Vonnegut,"Vonnegut, Kurt",,"=""""","=""""",0,3.71,RosettaBooks,Kindle Edition,276,,1997,,2017/02/26,"to-read, fiction","to-read (#237), fiction (#19)",to-read,,,,0,,,0,,,,,
9601,Bluebeard,Kurt Vonnegut,"Vonnegut, Kurt",,"=""038533351X""","=""9780385333511""",0,4.02,Dial Press Trade Paperback,Paperback,318,1998,1987,,2017/02/26,"to-read, fiction","to-read (#236), fiction (#18)",to-read,,,,0,,,0,,,,,
9593,Galápagos,Kurt Vonnegut,"Vonnegut, Kurt",,"=""0385333870""","=""9780385333870""",0,3.87,Dial Press Trade Paperback,Paperback,324,1999,1985,,2017/02/26,"to-read, fiction","to-read (#235), fiction (#17)",to-read,,,,0,,,0,,,,,
9592,Mother Night,Kurt Vonnegut,"Vonnegut, Kurt",,"=""0385334141""","=""9780385334143""",0,4.20,Dial Press,Paperback,282,1999,1961,,2017/02/26,"to-read, fiction","to-read (#234), fiction (#16)",to-read,,,,0,,,0,,,,,
4982,The Sirens of Titan,Kurt Vonnegut,"Vonnegut, Kurt",,"=""1857988841""","=""9781857988840""",0,4.15,Gollancz,Paperback,224,1999,1959,,2017/02/26,"to-read, fiction","to-read (#233), fiction (#15)",to-read,,,,0,,,0,,,,,
4980,Breakfast of Champions,Kurt Vonnegut,"Vonnegut, Kurt",,"=""0385334206""","=""9780385334204""",0,4.09,Dell Publishing,Paperback,302,2009,1973,,2017/02/26,"to-read, fiction","to-read (#232), fiction (#14)",to-read,,,,0,,,0,,,,,
135479,Cat's Cradle,Kurt Vonnegut,"Vonnegut, Kurt",,"=""0140285601""","=""9780140285604""",0,4.18,Penguin,Paperback,306,1999,1963,,2017/02/26,"to-read, fiction","to-read (#231), fiction (#13)",to-read,,,,0,,,0,,,,,
4981,Slaughterhouse-Five,Kurt Vonnegut,"Vonnegut, Kurt",,"=""0385333846""","=""9780385333849""",0,4.05,Dial Press Trade Paperback,Paperback,215,1999,1969,,2017/02/26,"to-read, fiction","to-read (#230), fiction (#12)",to-read,,,,0,,,0,,,,,
6785491,Eureka Man: The Life and Legacy of Archimedes,Alan W. Hirshfeld,"Hirshfeld, Alan W.",,"=""0802716180""","=""9780802716187""",0,3.35,Walker & Company,Hardcover,256,2009,2009,,2017/02/26,"to-read, non-fiction","to-read (#229), non-fiction (#217)",to-read,,,,0,,,0,,,,,
10884,Einstein: His Life and Universe,Walter Isaacson,"Isaacson, Walter",,"=""0743264738""","=""9780743264730""",0,4.07,Simon & Schuster,Hardcover,551,2007,2007,,2017/02/26,"to-read, non-fiction","to-read (#228), non-fiction (#216)",to-read,,,,0,,,0,,,,,
98685,Genius: The Life and Science of Richard Feynman,James Gleick,"Gleick, James",,"=""0679747044""","=""9780679747048""",0,4.16,Vintage,Paperback,531,1993,1992,,2017/02/26,"to-read, non-fiction","to-read (#227), non-fiction (#215)",to-read,,,,0,,,0,,,,,
17098,Isaac Newton,James Gleick,"Gleick, James",,"=""1400032954""","=""9781400032952""",0,3.81,Vintage,Paperback,288,2004,2003,,2017/02/26,"to-read, non-fiction","to-read (#226), non-fiction (#214)",to-read,,,,0,,,0,,,,,
151689,Carl Sagan: A Life,Keay Davidson,"Davidson, Keay",,"=""0471395366""","=""9780471395362""",0,3.97,Wiley,Paperback,560,2000,1999,,2017/02/26,"to-read, non-fiction","to-read (#225), non-fiction (#213)",to-read,,,,0,,,0,,,,,
494,Wizard: The Life and Times of Nikola Tesla: Biography of a Genius,Marc Seifer,"Seifer, Marc",William H. Terbo,"=""0806519606""","=""9780806519609""",0,3.77,Citadel,Paperback,542,2001,1996,,2017/02/26,"to-read, non-fiction","to-read (#224), non-fiction (#212)",to-read,,,,0,,,0,,,,,
106139,The Man Who Knew Infinity: A Life of the Genius Ramanujan,Robert Kanigel,"Kanigel, Robert",,"=""0349104522""","=""9780349104522""",0,4.14,Abacus,Paperback,438,1992,1991,,2017/02/26,"to-read, non-fiction","to-read (#223), non-fiction (#211)",to-read,,,,0,,,0,,,,,
